posicion,nombre,edad,puntos,pais,enlace,id,altura,fecha_nacimiento,peso,lugar_nacimiento,derecha,reves
25,Sebastian Korda,22,1355,USA,/es/players/sebastian-korda/k0ah/overview,k0ah,196cm,2000.07.05,82Kg,Bradenton EE.UU.,Diestro,Dos Manos
23,Roberto Bautista Agut,35,1480,ESP,/es/players/roberto-bautista-agut/bd06/overview,bd06,183cm,1988.04.14,75Kg,Castellón de la Plana España,Diestro,Dos Manos
22,Jan-Lennard Struff,33,1625,GER,/es/players/jan-lennard-struff/sl28/overview,sl28,193cm,1990.04.25,92Kg,"Warstein, Alemania",Diestro,Dos Manos
20,Pablo Carreño Busta,31,1640,ESP,/es/players/pablo-carreño-busta/cd85/overview,cd85,188cm,1991.07.12,78Kg,Gijón España,Diestro,Dos Manos
19,Francisco Cerundolo,24,1860,ARG,/es/players/francisco-cerundolo/c0au/overview,c0au,185cm,1998.08.13,80Kg,Buenos Aires Argentina,Diestro,Dos Manos
18,Hubert Hurkacz,26,2060,POL,/es/players/hubert-hurkacz/hb71/overview,hb71,196cm,1997.02.11,81Kg,Breslavia Polonia,Diestro,Dos Manos
17,Alex de Miñaur,24,2115,AUS,/es/players/alex-de-miñaur/dh58/overview,dh58,183cm,1999.02.17,69Kg,"Sídney, Australia",Diestro,Dos Manos
16,Lorenzo Musetti,21,2210,ITA,/es/players/lorenzo-musetti/m0ej/overview,m0ej,185cm,2002.03.03,78Kg,Carrara Italia,Diestro,Una Mano
15,Tommy Paul,26,2250,USA,/es/players/tommy-paul/pl56/overview,pl56,185cm,1997.05.17,82Kg,Voorhees EE.UU.,Diestro,Dos Manos
14,Borna Coric,26,2305,CRO,/es/players/borna-coric/cg80/overview,cg80,188cm,1996.11.14,85Kg,"Zagreb, Croacia",Diestro,Dos Manos
13,Cameron Norrie,27,2610,GBR,/es/players/cameron-norrie/n771/overview,n771,188cm,1995.08.23,82Kg,Johannesburgo Sudáfrica,Zurdo,Dos Manos
11,Karen Khachanov,27,3035,RUS,/es/players/karen-khachanov/ke29/overview,ke29,198cm,1996.05.21,87Kg,Moscú Rusia,Diestro,Dos Manos
95,Thiago Monteiro,29,626,BRA,/es/players/thiago-monteiro/mj08/overview,mj08,183cm,1994.05.31,78Kg,"Fortaleza, Brasil",Zurdo,Dos Manos
2035,Paul Valsecchi,25,1,FRA,/es/players/paul-valsecchi/v0a6/overview,v0a6,188cm,1997.08.20,83Kg,,Zurdo,Dos Manos
2015T,Nicolas Rafael Goldberg Alviani,20,1,ESP,/es/players/nicolas-rafael-goldberg-alviani/g0j6/overview,g0j6,180cm,2002.10.10,76Kg,,Diestro,Dos Manos
2015T,Lohithaksha Bathrinath,22,1,IND,/es/players/lohithaksha-bathrinath/b0mq/overview,b0mq,185cm,2000.07.25,75Kg,,Diestro,Dos Manos
1983T,Daniil Savelev,22,1,RUS,/es/players/daniil-savelev/s0m1/overview,s0m1,188cm,2000.12.28,86Kg,,Diestro,Desconocido
1983T,Hugo Pontico,25,1,FRA,/es/players/hugo-pontico/pm29/overview,pm29,180cm,1997.10.19,70Kg,,Diestro,Desconocido
1983T,Miguel Fernando Pereira,24,1,CHI,/es/players/miguel-fernando-pereira/pm19/overview,pm19,185cm,1999.03.22,82Kg,,Diestro,Dos Manos
1983T,Benjamin Hannestad,26,1,DEN,/es/players/benjamin-hannestad/hh01/overview,hh01,185cm,1997.02.14,75Kg,,Diestro,Dos Manos
1983T,Benjamin Denis Alarcon,23,1,ARG,/es/players/benjamin-denis-alarcon/a0g1/overview,a0g1,168cm,1999.12.10,64Kg,,Diestro,Una Mano
1952T,Ryan James Storrie,25,1,GBR,/es/players/ryan-james-storrie/sy31/overview,sy31,175cm,1998.02.28,75Kg,"Dorchester, England",Diestro,Dos Manos
1952T,Essa Qabazard,21,1,KUW,/es/players/essa-qabazard/q027/overview,q027,188cm,2001.10.24,78Kg,,Diestro,Dos Manos
1952T,S Mert Ozdemir,23,1,TUR,/es/players/s-mert-ozdemir/o09v/overview,o09v,180cm,2000.01.02,75Kg,,Diestro,Desconocido
1952T,Aleksei Khomich,26,1,BLR,/es/players/aleksei-khomich/kg28/overview,kg28,191cm,1997.01.10,80Kg,,Diestro,Dos Manos
1952T,Hayden Jones,16,1,AUS,/es/players/hayden-jones/j0d5/overview,j0d5,175cm,2006.08.30,65Kg,,Diestro,Dos Manos
1952T,Geni Inoue,20,1,JPN,/es/players/geni-inoue/i0ar/overview,i0ar,173cm,2003.04.15,68Kg,,Diestro,Dos Manos
1952T,Matteo De Vincentis,25,1,ITA,/es/players/matteo-de-vincentis/dh35/overview,dh35,188cm,1998.04.25,87Kg,,Zurdo,Dos Manos
1906T,Matthew Woerndle,21,1,AUS,/es/players/matthew-woerndle/w0ar/overview,w0ar,178cm,2001.11.26,73Kg,,Diestro,Dos Manos
1906T,Andres Urrea,28,1,COL,/es/players/andres-urrea/u131/overview,u131,175cm,1994.08.31,78Kg,,Diestro,Dos Manos
1906T,Lucca Pinto,20,1,BRA,/es/players/lucca-pinto/p0iu/overview,p0iu,175cm,2003.03.04,68Kg,,Diestro,Dos Manos
1906T,Pavle Marinkov,17,1,AUS,/es/players/pavle-marinkov/m0te/overview,m0te,185cm,2006.02.04,82Kg,,Diestro,Dos Manos
1906T,Richard Biagiotti,19,1,DEN,/es/players/richard-biagiotti/b0mh/overview,b0mh,191cm,2003.10.05,83Kg,,Diestro,Desconocido
1850T,Xian Yao Zhou,22,1,CHN,/es/players/xian-yao-zhou/z0ad/overview,z0ad,185cm,2001.03.14,85Kg,,Diestro,Dos Manos
1850T,Jing Long Weng,22,1,NED,/es/players/jing-long-weng/w0bq/overview,w0bq,173cm,2000.12.29,68Kg,,Diestro,Dos Manos
1850T,Shunsuke Wakita,27,1,JPN,/es/players/shunsuke-wakita/wb03/overview,wb03,178cm,1995.07.26,67Kg,,Diestro,Dos Manos
1850T,Fletcher Scott,24,1,USA,/es/players/fletcher-scott/s0ed/overview,s0ed,191cm,1998.12.10,82Kg,,Diestro,Dos Manos
1850T,Gabriel Schenekenberg,18,1,BRA,/es/players/gabriel-schenekenberg/s0vd/overview,s0vd,180cm,2004.12.28,80Kg,,Diestro,Dos Manos
1850T,Christopher Rungkat,33,1,INA,/es/players/christopher-rungkat/r862/overview,r862,175cm,1990.01.14,68Kg,"Jakarta, Indonesia",Diestro,Dos Manos
1850T,Stefan Menichella,28,1,USA,/es/players/stefan-menichella/mw03/overview,mw03,193cm,1994.11.21,95Kg,,Diestro,Dos Manos
1850T,Mohamed Nazim Makhlouf,26,1,ALG,/es/players/mohamed-nazim-makhlouf/mn49/overview,mn49,193cm,1996.09.12,85Kg,,Diestro,Dos Manos
1850T,Pedro Iamachkine,27,1,PER,/es/players/pedro-iamachkine/i371/overview,i371,180cm,1996.04.03,75Kg,,Diestro,Dos Manos
1850T,Gabriel Ciro Da Silva,23,1,BRA,/es/players/gabriel-ciro-da-silva/d0cb/overview,d0cb,183cm,1999.08.04,70Kg,,Diestro,Una Mano
1850T,Filippo Baldi,27,1,ITA,/es/players/filippo-baldi/bm03/overview,bm03,180cm,1996.01.10,80Kg,"Milano, Italy",Diestro,Dos Manos
1850T,Taki Adachi,20,1,JPN,/es/players/taki-adachi/a0j8/overview,a0j8,170cm,2003.05.14,62Kg,,Diestro,Dos Manos
1760T,Arman Zamani,20,1,USA,/es/players/arman-zamani/z0cj/overview,z0cj,185cm,2002.12.20,78Kg,,Diestro,Dos Manos
1760T,Bautista Vilicich,21,1,ARG,/es/players/bautista-vilicich/v0dx/overview,v0dx,180cm,2001.10.05,76Kg,,Diestro,Dos Manos
1760T,Jeroen Vanneste,29,1,BEL,/es/players/jeroen-vanneste/v762/overview,v762,183cm,1994.01.17,73Kg,,Diestro,Dos Manos
1760T,Alberto Romero De Avila Senise,25,1,ESP,/es/players/alberto-romero-de-avila-senise/rf12/overview,rf12,173cm,1997.12.03,63Kg,,Diestro,Dos Manos
1760T,Aleksei Mokrov,18,1,RUS,/es/players/aleksei-mokrov/m0um/overview,m0um,191cm,2005.02.18,82Kg,,Diestro,Dos Manos
1760T,Toshihide Matsui,45,1,JPN,/es/players/toshihide-matsui/m815/overview,m815,178cm,1978.04.19,76Kg,Osaka,Diestro,Una Mano
1760T,Wojciech Marek,22,1,POL,/es/players/wojciech-marek/m0e4/overview,m0e4,191cm,2001.05.27,80Kg,,Diestro,Dos Manos
1760T,Stefano Liokossis,20,1,CAN,/es/players/stefano-liokossis/l0gq/overview,l0gq,170cm,2003.03.28,64Kg,,Zurdo,Desconocido
1760T,Gonzalo Ariel Karakachian,22,1,ARG,/es/players/gonzalo-ariel-karakachian/k0fz/overview,k0fz,173cm,2000.12.03,80Kg,,Diestro,Dos Manos
1760T,Nicolas Hollender,21,1,ARG,/es/players/nicolas-hollender/h0gm/overview,h0gm,191cm,2001.09.20,87Kg,,Diestro,Dos Manos
1760T,Mikhail Fufygin,33,1,RUS,/es/players/mikhail-fufygin/f703/overview,f703,188cm,1990.05.13,81Kg,,Zurdo,Dos Manos
1760T,Julien De Cuyper,24,1,FRA,/es/players/julien-de-cuyper/d0cq/overview,d0cq,188cm,1999.05.18,80Kg,,Diestro,Dos Manos
1760T,Trent Bryde,23,1,USA,/es/players/trent-bryde/b09a/overview,b09a,183cm,1999.08.24,78Kg,,Diestro,Dos Manos
1760T,Lawrence Bataljin,27,1,AUS,/es/players/lawrence-bataljin/bm09/overview,bm09,168cm,1996.05.22,53Kg,,Diestro,Dos Manos
1760T,Davud Amirov,24,1,RUS,/es/players/davud-amirov/a0df/overview,a0df,185cm,1999.02.27,75Kg,,Diestro,Dos Manos
1670T,Ivan Sergeyev,35,1,UKR,/es/players/ivan-sergeyev/se69/overview,se69,175cm,1988.01.20,78Kg,"Dniepropetrovsk, Ukraine",Diestro,Dos Manos
1670T,Kenneth Raisma,25,1,EST,/es/players/kenneth-raisma/rh25/overview,rh25,193cm,1998.04.03,82Kg,"Tartu, Estonia",Zurdo,Dos Manos
1670T,Seiya Nakanishi,26,1,JPN,/es/players/seiya-nakanishi/n0ec/overview,n0ec,188cm,1996.09.05,88Kg,,Diestro,Dos Manos
1670T,Nick Lagaev,22,1,CAN,/es/players/nick-lagaev/l0cd/overview,l0cd,185cm,2001.04.23,75Kg,,Diestro,Dos Manos
1670T,Runhao Hua,27,1,CHN,/es/players/runhao-hua/hc23/overview,hc23,185cm,1996.03.06,69Kg,,Diestro,Dos Manos
1670T,James Frawley,29,1,AUS,/es/players/james-frawley/fc03/overview,fc03,183cm,1994.03.29,74Kg,Canberra,Diestro,Desconocido
1670T,Julian Cundom,22,1,ARG,/es/players/julian-cundom/c0h5/overview,c0h5,178cm,2001.04.10,73Kg,,Diestro,Dos Manos
1670T,Tiago Cacao,25,1,POR,/es/players/tiago-cacao/cn88/overview,cn88,185cm,1998.02.28,82Kg,,Diestro,Dos Manos
1669,Abhinav Sanjeev Shanmugam,24,2,IND,/es/players/abhinav-sanjeev-shanmugam/sy73/overview,sy73,178cm,1998.11.15,69Kg,,Diestro,Dos Manos
1664,Simone Agostini,26,2,ITA,/es/players/simone-agostini/a0i0/overview,a0i0,185cm,1997.03.29,80Kg,,Diestro,Dos Manos
1661T,Andrin Casanova,18,2,SUI,/es/players/andrin-casanova/c0kn/overview,c0kn,183cm,2004.07.23,72Kg,,Diestro,Dos Manos
1661T,Mohamed Ali Abibsi,21,2,ALG,/es/players/mohamed-ali-abibsi/a0fu/overview,a0fu,183cm,2002.06.29,85Kg,,Diestro,Dos Manos
1660,Christian Lakoseljac,24,2,CAN,/es/players/christian-lakoseljac/l0ao/overview,l0ao,183cm,1998.12.23,77Kg,,Diestro,Dos Manos
1649T,Richard Zusman,22,2,USA,/es/players/richard-zusman/z0b7/overview,z0b7,173cm,2000.08.22,65Kg,,Zurdo,Dos Manos
1649T,Yash Chaurasia,21,2,IND,/es/players/yash-chaurasia/c0g2/overview,c0g2,175cm,2001.12.09,70Kg,,Diestro,Dos Manos
1647T,Rafael Giotis,22,2,GER,/es/players/rafael-giotis/g0f9/overview,g0f9,175cm,2000.11.25,73Kg,,Diestro,Dos Manos
1640T,Rhys Searant,24,2,AUS,/es/players/rhys-searant/s0tq/overview,s0tq,185cm,1999.04.27,80Kg,,Zurdo,Dos Manos
1640T,Daniel Ibragimov,20,2,RUS,/es/players/daniel-ibragimov/i0as/overview,i0as,180cm,2002.07.03,83Kg,,Diestro,Dos Manos
1640T,Luis Britto,30,2,BRA,/es/players/luis-britto/bk09/overview,bk09,178cm,1993.06.23,75Kg,"Aratatuba, Brazil",Diestro,Dos Manos
1638T,Karlo Cubelic,25,2,GER,/es/players/karlo-cubelic/c0bq/overview,c0bq,188cm,1998.01.13,77Kg,,Zurdo,Dos Manos
1626T,Luca Staeheli,23,2,SUI,/es/players/luca-staeheli/s0h1/overview,s0h1,180cm,2000.03.08,86Kg,,Diestro,Dos Manos
1626T,Ronan Joncour,26,2,FRA,/es/players/ronan-joncour/j709/overview,j709,188cm,1997.01.27,80Kg,"Paris, France",Zurdo,Dos Manos
1626T,Francisco Tomas Geschwind,20,2,ARG,/es/players/francisco-tomas-geschwind/g0kb/overview,g0kb,170cm,2003.03.27,64Kg,,Diestro,Dos Manos
1626T,Thiemo de Bakker,34,2,NED,/es/players/thiemo-de-bakker/d776/overview,d776,193cm,1988.09.19,83Kg,"La Haya, Holanda",Diestro,Dos Manos
1626T,Siddanth Banthia,22,2,IND,/es/players/siddanth-banthia/b0a2/overview,b0a2,180cm,2000.08.04,67Kg,,Diestro,Dos Manos
1626T,Collin Altamirano,27,2,USA,/es/players/collin-altamirano/ac84/overview,ac84,188cm,1995.12.07,85Kg,"Sacramento, California",Diestro,Dos Manos
1624T,Manas Manoj Dhamne,15,2,IND,/es/players/manas-manoj-dhamne/d0ji/overview,d0ji,188cm,2007.12.29,74Kg,,Diestro,Dos Manos
1605T,Louis Tessa,25,2,FRA,/es/players/louis-tessa/tg42/overview,tg42,183cm,1998.04.06,68Kg,,Diestro,Dos Manos
1605T,Bjorn Swenson,19,2,USA,/es/players/bjorn-swenson/s0tu/overview,s0tu,188cm,2003.08.28,82Kg,,Diestro,Desconocido
1605T,Marvin Netuschil,32,2,GER,/es/players/marvin-netuschil/n661/overview,n661,183cm,1991.07.02,80Kg,,Diestro,Dos Manos
1605T,Gregoire Jacq,30,2,FRA,/es/players/gregoire-jacq/j557/overview,j557,180cm,1992.11.09,72Kg,"Clermont Ferrand, France",Zurdo,Dos Manos
1605T,Matt Hulme,24,2,AUS,/es/players/matt-hulme/h0hs/overview,h0hs,191cm,1999.02.17,83Kg,,Diestro,Dos Manos
1605T,Peter Buldorini,18,2,ITA,/es/players/peter-buldorini/b0pd/overview,b0pd,183cm,2004.08.09,73Kg,,Diestro,Dos Manos
1583T,Siim Troost,23,2,EST,/es/players/siim-troost/t0by/overview,t0by,183cm,1999.12.07,75Kg,,Diestro,Dos Manos
1583T,Henry Searle,17,2,GBR,/es/players/henry-searle/s0tx/overview,s0tx,193cm,2006.03.29,85Kg,,Zurdo,Dos Manos
1583T,Brandon Perez,23,2,VEN,/es/players/brandon-perez/p0d4/overview,p0d4,191cm,2000.01.14,83Kg,,Zurdo,Dos Manos
1583T,Nicaise Muamba,22,2,CAN,/es/players/nicaise-muamba/mw37/overview,mw37,185cm,2000.08.28,85Kg,"Gatineau, Canada",Diestro,Desconocido
1583T,Aaron  Cohen,20,2,ISR,/es/players/aaron--cohen/c0hf/overview,c0hf,173cm,2002.08.21,68Kg,,Diestro,Dos Manos
1578T,Tiran Sanghera,24,2,GBR,/es/players/tiran-sanghera/s0e0/overview,s0e0,183cm,1998.12.28,81Kg,,Diestro,Dos Manos
1578T,Matt Kuhar,27,2,USA,/es/players/matt-kuhar/k0em/overview,k0em,178cm,1996.06.17,70Kg,,Diestro,Dos Manos
1556T,Cheng-Yu Yu,28,2,TPE,/es/players/cheng-yu-yu/y211/overview,y211,188cm,1995.04.02,73Kg,"Taipei, Taiwan",Diestro,Dos Manos
1556T,Gino Romano,21,2,ARG,/es/players/gino-romano/r0ir/overview,r0ir,175cm,2002.03.15,77Kg,,Diestro,Dos Manos
1556T,Theo Papamalamis,17,2,FRA,/es/players/theo-papamalamis/p0k5/overview,p0k5,183cm,2006.01.09,82Kg,,Diestro,Dos Manos
1556T,Antonin Bolardt,25,2,CZE,/es/players/antonin-bolardt/bu89/overview,bu89,180cm,1998.06.07,75Kg,,Diestro,Dos Manos
1551T,Frane Nincevic,24,2,CRO,/es/players/frane-nincevic/n0as/overview,n0as,183cm,1999.06.17,78Kg,,Diestro,Dos Manos
1535T,Dragos Constantin Ignat,30,2,ROU,/es/players/dragos-constantin-ignat/i288/overview,i288,188cm,1993.02.13,84Kg,,Diestro,Dos Manos
1535T,Sanjar Fayziev,28,2,UZB,/es/players/sanjar-fayziev/f786/overview,f786,188cm,1994.07.29,73Kg,,Diestro,Dos Manos
1516T,Lamine Ouahab,38,2,MAR,/es/players/lamine-ouahab/o207/overview,o207,185cm,1984.12.22,83Kg,"Algiers, Algeria",Diestro,Desconocido
1516T,Thomas Laurent,25,2,FRA,/es/players/thomas-laurent/li11/overview,li11,191cm,1997.12.16,85Kg,,Diestro,Dos Manos
1516T,Lukas Lacko,35,2,SVK,/es/players/lukas-lacko/l797/overview,l797,188cm,1987.11.03,87Kg,"Piestany, Slovakia",Diestro,Dos Manos
1516T,Arjun Kadhe,29,2,IND,/es/players/arjun-kadhe/kd43/overview,kd43,185cm,1994.01.07,83Kg,,Diestro,Dos Manos
1499T,Naru Shirafuji,25,2,JPN,/es/players/naru-shirafuji/s0e9/overview,s0e9,175cm,1998.04.30,68Kg,,Diestro,Dos Manos
1499T,David Pel,31,2,NED,/es/players/david-pel/pe69/overview,pe69,198cm,1991.07.09,97Kg,,Zurdo,Dos Manos
1499T,Alexander Merino,30,2,PER,/es/players/alexander-merino/mm31/overview,mm31,183cm,1992.08.31,78Kg,,Zurdo,Dos Manos
1499T,Chih Chi Huang,22,2,CAN,/es/players/chih-chi-huang/hh42/overview,hh42,160cm,2000.11.14,84Kg,,Diestro,Dos Manos
1499T,Robert Galloway,30,2,USA,/es/players/robert-galloway/g09v/overview,g09v,188cm,1992.09.24,82Kg,,Diestro,Dos Manos
1499T,Jonathan Eysseric,33,2,FRA,/es/players/jonathan-eysseric/e678/overview,e678,180cm,1990.05.27,80Kg,"St. Germains en Layes, France",Zurdo,Dos Manos
1499T,Felix Corwin,27,2,USA,/es/players/felix-corwin/cn15/overview,cn15,188cm,1996.05.26,82Kg,,Diestro,Dos Manos
1497,Ignasi De Rueda De Genover,25,3,ESP,/es/players/ignasi-de-rueda-de-genover/dc99/overview,dc99,183cm,1998.02.11,75Kg,,Diestro,Dos Manos
1496,Ignacio Benzal Alia,23,3,ESP,/es/players/ignacio-benzal-alia/b0b8/overview,b0b8,183cm,2000.02.28,80Kg,,Diestro,Desconocido
1495,Jiri Jenicek,23,3,CZE,/es/players/jiri-jenicek/j0a9/overview,j0a9,188cm,1999.12.14,88Kg,,Diestro,Dos Manos
1490T,Gabriel Tumasonis,27,3,BRA,/es/players/gabriel-tumasonis/te14/overview,te14,175cm,1996.01.22,80Kg,"Spo Paulo, Brazil",Zurdo,Dos Manos
1490T,Federico Marchetti,22,3,ITA,/es/players/federico-marchetti/m0e9/overview,m0e9,0cm,2000.11.24,83Kg,,Diestro,Desconocido
1490T,Tomas Jirousek,23,3,CZE,/es/players/tomas-jirousek/j0ax/overview,j0ax,175cm,2000.01.04,73Kg,,Diestro,Desconocido
1486T,Thomas Pavlekovich Smith,22,3,AUS,/es/players/thomas-pavlekovich-smith/p0gm/overview,p0gm,185cm,2001.05.02,83Kg,,Diestro,Dos Manos
1478T,Lukas Hellum-Lilleengen,22,3,NOR,/es/players/lukas-hellum-lilleengen/h0bc/overview,h0bc,180cm,2000.11.15,75Kg,,Diestro,Dos Manos
1478T,Kaylan Bigun,17,3,USA,/es/players/kaylan-bigun/b0pw/overview,b0pw,180cm,2006.05.23,79Kg,,Zurdo,Dos Manos
1478T,Alberto Odiseo Alvarado Berrospi,23,3,PER,/es/players/alberto-odiseo-alvarado-berrospi/a0fr/overview,a0fr,188cm,2000.06.17,81Kg,,Diestro,Dos Manos
1464T,Bharath Nishok Kumaran,25,3,IND,/es/players/bharath-nishok-kumaran/k0bi/overview,k0bi,173cm,1998.03.21,65Kg,,Diestro,Dos Manos
1464T,Adam Heinonen,20,3,SWE,/es/players/adam-heinonen/h0d1/overview,h0d1,188cm,2002.08.22,72Kg,,Diestro,Una Mano
1464T,Hernando Jose Escurra Isnardi,25,3,PAR,/es/players/hernando-jose-escurra-isnardi/e09u/overview,e09u,183cm,1997.12.13,80Kg,,Diestro,Una Mano
1464T,Congsup Congcar,26,3,THA,/es/players/congsup-congcar/cm88/overview,cm88,175cm,1996.08.21,68Kg,"Bangkok, Thailand",Diestro,Dos Manos
1462T,Mykyta Mashtakov,24,3,UKR,/es/players/mykyta-mashtakov/mw62/overview,mw62,175cm,1999.03.18,77Kg,,Diestro,Dos Manos
1455T,Timofey Stepanov,19,3,SUI,/es/players/timofey-stepanov/s0so/overview,s0so,188cm,2003.07.28,75Kg,,Diestro,Dos Manos
1448T,George Tsivadze,30,3,GEO,/es/players/george-tsivadze/tb28/overview,tb28,191cm,1993.01.02,85Kg,,Zurdo,Una Mano
1448T,Tae-Woo Lee,31,3,KOR,/es/players/tae-woo-lee/lh85/overview,lh85,180cm,1991.12.19,78Kg,,Diestro,Dos Manos
1436T,Cyril Respaut,23,3,FRA,/es/players/cyril-respaut/rh48/overview,rh48,178cm,1999.07.09,72Kg,,Diestro,Desconocido
1436T,Keshav Chopra,21,3,USA,/es/players/keshav-chopra/c0gg/overview,c0gg,183cm,2001.10.24,63Kg,,Diestro,Dos Manos
1430T,Dostanbek Tashbulatov,23,3,KAZ,/es/players/dostanbek-tashbulatov/t09l/overview,t09l,175cm,2000.06.27,70Kg,,Diestro,Dos Manos
1430T,Zhenxiong Dong,24,3,CHN,/es/players/zhenxiong-dong/d0c3/overview,d0c3,193cm,1998.11.05,90Kg,,Zurdo,Dos Manos
1429,Carles Hernandez,22,3,ESP,/es/players/carles-hernandez/h0dq/overview,h0dq,175cm,2001.04.25,72Kg,,Diestro,Dos Manos
1420T,Martin Breysach,21,3,FRA,/es/players/martin-breysach/b0da/overview,b0da,185cm,2002.01.30,82Kg,,Diestro,Dos Manos
1416T,Jaden Weekes,18,3,CAN,/es/players/jaden-weekes/w0dp/overview,w0dp,183cm,2004.08.29,77Kg,,Zurdo,Dos Manos
1416T,Yvo Panak,27,3,CZE,/es/players/yvo-panak/pi06/overview,pi06,185cm,1995.08.21,78Kg,"Stuttgart, Germany",Diestro,Dos Manos
1406T,Mateusz Terczynski,27,3,POL,/es/players/mateusz-terczynski/tc46/overview,tc46,191cm,1996.03.02,82Kg,,Diestro,Una Mano
1406T,Aurel Ciocanu,24,3,CAN,/es/players/aurel-ciocanu/c0ml/overview,c0ml,191cm,1998.08.31,83Kg,,Diestro,Dos Manos
1399T,Jordan Smith,26,3,AUS,/es/players/jordan-smith/s0o4/overview,s0o4,185cm,1996.09.02,83Kg,,Diestro,Dos Manos
1399T,Cristobal Castro,29,3,CHI,/es/players/cristobal-castro/c0g9/overview,c0g9,170cm,1993.08.08,78Kg,,Diestro,Dos Manos
1385T,Ze Zhang,32,3,CHN,/es/players/ze-zhang/z272/overview,z272,188cm,1990.07.04,85Kg,"Nanjing, China",Diestro,Dos Manos
1385T,Francesco Vilardo,33,3,ITA,/es/players/francesco-vilardo/v656/overview,v656,178cm,1989.12.28,70Kg,,Diestro,Una Mano
1385T,Egor Noskin,23,3,RUS,/es/players/egor-noskin/n0b0/overview,n0b0,185cm,2000.05.09,81Kg,,Zurdo,Dos Manos
1385T,Constantin Frantzen,25,3,GER,/es/players/constantin-frantzen/f09r/overview,f09r,193cm,1998.03.16,88Kg,,Diestro,Dos Manos
1385T,Julian Cash,26,3,GBR,/es/players/julian-cash/ci96/overview,ci96,188cm,1996.08.29,81Kg,Brighton,Diestro,Dos Manos
1381T,Chan-yeong Oh,25,3,KOR,/es/players/chan-yeong-oh/o527/overview,o527,180cm,1998.06.27,72Kg,,Diestro,Dos Manos
1378T,Federico Maccari,29,3,ITA,/es/players/federico-maccari/ml82/overview,ml82,185cm,1994.02.07,75Kg,,Diestro,Dos Manos
1378T,Guilherme Clezar,30,3,BRA,/es/players/guilherme-clezar/cc32/overview,cc32,180cm,1992.12.31,77Kg,"Porto Alegre, Brazil",Diestro,Dos Manos
1377,Juan Sebastian Osorio,25,4,COL,/es/players/juan-sebastian-osorio/o560/overview,o560,188cm,1997.10.14,86Kg,,Diestro,Desconocido
1374,Emmett Ward IV,28,4,USA,/es/players/emmett-ward-iv/w0ak/overview,w0ak,183cm,1995.05.04,84Kg,,Diestro,Dos Manos
1361T,Dominik Recek,28,4,CZE,/es/players/dominik-recek/rd58/overview,rd58,191cm,1995.02.19,80Kg,,Diestro,Dos Manos
1361T,Alexander Crnokrak,23,4,AUS,/es/players/alexander-crnokrak/c0a0/overview,c0a0,191cm,2000.01.24,83Kg,,Diestro,Desconocido
1361T,Thomas Brown,24,4,USA,/es/players/thomas-brown/b0p8/overview,b0p8,180cm,1998.08.28,73Kg,,Diestro,Dos Manos
1358T,Gian Matias Di Natale,25,4,ARG,/es/players/gian-matias-di-natale/d0en/overview,d0en,178cm,1997.10.30,70Kg,,Diestro,Una Mano
1358T,Aaron Addison,27,4,AUS,/es/players/aaron-addison/ad06/overview,ad06,193cm,1995.11.12,82Kg,,Diestro,Dos Manos
1351T,Pablo Carretero,22,4,ESP,/es/players/pablo-carretero/c0i2/overview,c0i2,168cm,2001.06.25,68Kg,,Diestro,Dos Manos
1348T,Yann Wojcik,26,4,POL,/es/players/yann-wojcik/wb24/overview,wb24,185cm,1996.11.29,74Kg,,Zurdo,Dos Manos
1348T,Kenta Miyoshi,19,4,JPN,/es/players/kenta-miyoshi/m0rx/overview,m0rx,185cm,2004.03.16,70Kg,,Diestro,Dos Manos
1345T,Yamato Sueoka,20,4,JPN,/es/players/yamato-sueoka/s0tl/overview,s0tl,168cm,2003.02.28,70Kg,,Diestro,Dos Manos
1340T,Rafael Tosetto,24,4,BRA,/es/players/rafael-tosetto/t0ch/overview,t0ch,0cm,1999.06.02,76Kg,,Diestro,Dos Manos
1338T,Arnaud Bovy,22,4,BEL,/es/players/arnaud-bovy/b0gb/overview,b0gb,180cm,2000.09.17,80Kg,,Zurdo,Dos Manos
1335T,Francesco Ferrari,26,4,ITA,/es/players/francesco-ferrari/fb59/overview,fb59,180cm,1997.06.22,75Kg,,Diestro,Dos Manos
1328,Emil Reinberg,26,4,USA,/es/players/emil-reinberg/rh79/overview,rh79,188cm,1997.04.20,86Kg,"Atlanta, Georgia, USA",Diestro,Dos Manos
1327,Jirat Navasirisomboon,26,4,THA,/es/players/jirat-navasirisomboon/n831/overview,n831,175cm,1996.11.17,60Kg,,Diestro,Dos Manos
1319T,Petros Chrysochos,27,4,CYP,/es/players/petros-chrysochos/ch73/overview,ch73,185cm,1996.04.08,84Kg,Larnaca,Diestro,Dos Manos
1317T,Luke Johnson,29,4,GBR,/es/players/luke-johnson/j543/overview,j543,183cm,1994.03.18,83Kg,,Diestro,Dos Manos
1315T,Mischa Zverev,35,4,GER,/es/players/mischa-zverev/z168/overview,z168,191cm,1987.08.22,88Kg,"Moscú, Russia",Zurdo,Dos Manos
1315T,Nicholas Bybel,29,4,USA,/es/players/nicholas-bybel/bv20/overview,bv20,174cm,1993.10.25,82Kg,,Diestro,Dos Manos
1310,Piotr Matuszewski,25,4,POL,/es/players/piotr-matuszewski/m09u/overview,m09u,188cm,1998.04.22,85Kg,,Diestro,Dos Manos
